Ano,PIB per capita (US$),Apoio Social,Expectativa de vida,Liberdade de escolhas,Generosidade,Percepções de corrupção,Afeto Positivo,Afeto Negativo,Confiança no governo nacional,Índice Real,LR Previsto,RF Previsto,XGB Previsto,País
2006,8.935538292,0.812182605,4.085640113858262,0.554478109,-0.166970164,0.926055431,0.553242445,0.254923016,0.406982303,5.102071285,4.776852213636422,4.608651307446666,4.710757,Moldova
2019,10.72401428,0.921578526,4.269697449699962,0.923966825,0.079577953,0.689410567,0.641677618,0.356243938,0.704372525,6.73297739,6.374570340056396,6.65606300509333,6.591693,Malta
2012,9.584786415,0.599542618,4.178685691967126,0.764418423,0.1533537613846153,0.677707136,0.529298484,0.524968743,0.718554199,4.608927727,4.963907353687345,4.665148636566654,4.5590243,Iran
2019,10.73471642,0.958348095,4.278054023070376,0.827240825,-0.137017593,0.568272293,0.692844808,0.250415534,0.381849229,6.689644337,6.703466388375112,6.752157262229999,6.9186916,France
2009,10.60560417,0.921288133,4.127134385045092,0.639405668,-0.109221876,0.44513157,0.682754934,0.319474906,0.4937423048184345,6.14759016,6.386798804966556,6.3123883422233344,6.466511,Saudi Arabia
2020,8.489839554,0.739289463,4.002320615450954,0.713061512,0.096645422,0.912774444,0.737175941,0.315886825,0.309500486,5.502948284,4.966037180841306,4.864199125780002,5.0117803,Nigeria
2015,9.245276451,0.8399055,4.141546188030719,0.595241427,-0.092726655,0.943118811,0.555981815,0.281455815,0.174305618,6.017472267,5.129070181064019,5.47294888495001,5.3234463,Moldova
2021,10.0345459,0.913873136,4.212127597878484,0.8987239,-0.050625291,0.60564214,0.746208131,0.26320982,0.485830873,6.501700401,6.371060052111078,6.411824932243327,6.4076734,Uruguay
2022,8.989866257,0.878923297,4.183575672626873,0.959019244,0.308950752,0.615844429,0.741081834,0.224579901,0.9436735435,6.016238689,5.699968427180451,5.925043671333347,5.921334,Uzbekistan
2009,7.590881824,0.732557058,3.931040993210533,0.633815944,0.008913196,0.819207728,0.728791058,0.149751499,0.479649901,3.976598501,4.45938217894367,4.1371426422733375,4.208328,Mali
2011,9.229196548,0.841938436,4.169452039501732,0.82263726,0.13928616,0.760300696,0.73049593,0.174926728,0.855967104,4.180569172,5.552982513479591,5.140090558600003,5.0720377,Sri Lanka
2009,8.087361336,0.527813554,4.1056141595890985,0.630931079,-0.088206336,0.776003957,0.505846858,0.223253846,0.829859614,5.08285141,3.73196658469554,4.538812619856667,4.579516,Bangladesh
